,index
1637,ZNF648
1638,LINC01344
1639,GLUL
1640,TEDDM1
1641,LINC00272
1642,RGSL1
1643,RNASEL
1644,RGS16
1645,RGS8
1646,NPL
1647,DHX9
1648,SHCBP1L
1649,LAMC1
1650,LAMC2
1651,NMNAT2
1652,SMG7
1653,NCF2
1654,ARPC5
1655,RGL1
1656,APOBEC4
1657,COLGALT2
1658,TSEN15
1659,C1orf21
1660,EDEM3
1661,FAM129A
1662,RNF2
1663,TRMT1L
1664,SWT1
1665,IVNS1ABP
1666,LINC01350
1667,HMCN1
1668,PRG4
1669,TPR
1670,AL596220.1
1671,OCLM
1672,PDC
1673,PTGS2
1674,PACERR
1675,PLA2G4A
1676,ERVMER61-1
1677,LINC01035
1678,BRINP3
1679,LINC01351
1680,RGS18
1681,RGS21
1682,RGS1
1683,RGS13
1684,RGS2
1685,UCHL5
1686,TROVE2
1687,GLRX2
1688,CDC73
1689,B3GALT2
1690,LINC01031
1691,KCNT2
1692,CFH
1693,CFHR3
1694,CFHR1
1695,CFHR4
1696,CFHR2
1697,CFHR5
1698,F13B
1699,ASPM
1700,ZBTB41
1701,CRB1
1702,DENND1B
1703,C1orf53
1704,LHX9
1705,NEK7
1706,ATP6V1G3
1707,PTPRC
1708,MIR181A1HG
1709,LINC01222
1710,LINC01221
1711,NR5A2
1712,LINC00862
1713,ZNF281
1714,KIF14
1715,DDX59
1716,CAMSAP2
1717,GPR25
1718,KIF21B
1719,CACNA1S
1720,ASCL5
1721,TMEM9
1722,IGFN1
1723,PKP1
1724,TNNT2
1725,LAD1
1726,TNNI1
1727,PHLDA3
1728,CSRP1
1729,NAV1
1730,IPO9-AS1
1731,IPO9
1732,SHISA4
1733,LMOD1
1734,TIMM17A
1735,RNPEP
1736,ELF3
1737,GPR37L1
1738,ARL8A
1739,PTPN7
1740,LGR6
1741,UBE2T
1742,PPP1R12B
1743,SYT2
1744,KDM5B
1745,PCAT6
1746,RABIF
1747,KLHL12
1748,ADIPOR1
1749,CYB5R1
1750,TMEM183A
1751,PPFIA4
1752,MYOG
1753,ADORA1
1754,MYBPH
1755,CHI3L1
1756,CHIT1
1757,LINC01353
1758,LINC01136
1759,BTG2
1760,FMOD
1761,PRELP
1762,OPTC
1763,ATP2B4
1764,LAX1
1765,ZC3H11A
1766,ZBED6
1767,SNRPE
1768,LINC00303
1769,SOX13
1770,ETNK2
1771,REN
1772,KISS1
1773,GOLT1A
1774,PLEKHA6
1775,LINC00628
1776,PPP1R15B
1777,PIK3C2B
1778,MDM4
1779,LRRN2
1780,NFASC
1781,CNTN2
1782,TMEM81
1783,RBBP5
1784,DSTYK
1785,TMCC2
1786,NUAK2
1787,KLHDC8A
1788,LEMD1-AS1
1789,LEMD1
1790,BLACAT1
1791,CDK18
1792,ELK4
1793,SLC45A3
1794,NUCKS1
1795,RAB29
1796,SLC41A1
1797,PM20D1
1798,SLC26A9
1799,RAB7B
1800,CTSE
1801,AVPR1B
1802,FAM72A
1803,SRGAP2
1804,IKBKE
1805,C1orf147
1806,RASSF5
1807,EIF2D
1808,DYRK3
1809,MAPKAPK2
1810,IL10
1811,IL19
1812,IL20
1813,IL24
1814,FCMR
1815,PIGR
1816,FCAMR
1817,C1orf116
1818,PFKFB2
1819,YOD1
1820,C4BPB
1821,C4BPA
1822,CD55
1823,CR2
1824,CR1
1825,CR1L
1826,CD46
1827,CD34
1828,PLXNA2
1829,CAMK1G
1830,LAMB3
1831,G0S2
1832,HSD11B1
1833,TRAF3IP3
1834,C1orf74
1835,IRF6
1836,SYT14
1837,SERTAD4-AS1
1838,SERTAD4
1839,HHAT
1840,KCNH1
1841,RCOR3
1842,TRAF5
1843,LINC00467
1844,RD3
1845,SLC30A1
1846,NEK2
1847,LPGAT1
1848,INTS7
1849,DTL
1850,PPP2R5A
1851,TMEM206
1852,NENF
1853,ATF3
1854,FAM71A
1855,BATF3
1856,NSL1
1857,TATDN3
1858,SPATA45
1859,FLVCR1
1860,VASH2
1861,ANGEL2
1862,RPS6KC1
1863,LINC00538
1864,PROX1
1865,SMYD2
1866,PTPN14
1867,CENPF
1868,KCNK2
1869,KCTD3
1870,USH2A
1871,ESRRG
1872,GPATCH2
1873,SPATA17
1874,SPATA17-AS1
1875,LINC00210
1876,RRP15
1877,TGFB2-AS1
1878,TGFB2
1879,C1orf143
1880,LYPLAL1
1881,SLC30A10
1882,EPRS
1883,BPNT1
1884,IARS2
1885,RAB3GAP2
1886,MARK1
1887,C1orf115
1888,MARC2
1889,MARC1
1890,RNU6ATAC35P
1891,LINC01352
1892,HLX-AS1
1893,HLX
1894,DUSP10
1895,HHIPL2
1896,TAF1A
1897,TAF1A-AS1
1898,MIA3
1899,AIDA
1900,BROX
1901,FAM177B
1902,DISP1
1903,TLR5
1904,SUSD4
1905,CCDC185
1906,CAPN8
1907,CAPN2
1908,TP53BP2
1909,FBXO28
1910,DEGS1
1911,NVL
1912,CNIH4
1913,WDR26
1914,CNIH3
1915,DNAH14
1916,LBR
1917,ENAH
1918,SRP9
1919,EPHX1
1920,TMEM63A
1921,LEFTY1
1922,PYCR2
1923,LEFTY2
1924,SDE2
1925,H3F3A
1926,ACBD3
1927,MIXL1
1928,LIN9
1929,PARP1
1930,ITPKB
1931,ITPKB-AS1
1932,PSEN2
1933,CDC42BPA
1934,ZNF678
1935,SNAP47
1936,JMJD4
1937,SNAP47-AS1
1938,PRSS38
1939,WNT9A
1940,WNT3A
1941,ARF1
1942,C1orf35
1943,MRPL55
1944,GUK1
1945,GJC2
1946,IBA57
1947,OBSCN
1948,TRIM11
1949,TRIM17
1950,HIST3H3
1951,HIST3H2A
1952,HIST3H2BB
1953,RNF187
1954,RHOU
1955,TMEM78
1956,RAB4A
1957,SPHAR
1958,CCSAP
1959,ACTA1
1960,NUP133
1961,ABCB10
1962,TAF5L
1963,URB2
1964,GALNT2
1965,PGBD5
1966,COG2
1967,AGT
1968,CAPN9
1969,C1orf198
1970,TTC13
1971,ARV1
1972,FAM89A
1973,TRIM67
1974,C1orf131
1975,GNPAT
1976,EXOC8
1977,SPRTN
1978,EGLN1
1979,TSNAX-DISC1
1980,TSNAX
1981,LINC00582
1982,DISC1
1983,SIPA1L2
1984,MAP10
1985,NTPCR
1986,KCNK1
1987,SLC35F3
1988,COA6
1989,TARBP1
1990,LINC01354
1991,IRF2BP2
1992,LINC00184
1993,LINC01132
1994,AL360294.1
1995,LINC01348
1996,TOMM20
1997,RBM34
1998,ARID4B
1999,GGPS1
2000,TBCE
2001,B3GALNT2
2002,GNG4
2003,LYST
2004,LYST-AS1
2005,NID1
2006,GPR137B
2007,ERO1B
2008,EDARADD
2009,LGALS8
2010,LGALS8-AS1
2011,HEATR1
2012,ACTN2
2013,MTR
2014,MT1HL1
2015,RYR2
2016,ZP4
2017,MTRNR2L11
2018,LINC01139
2019,CHRM3
2020,CHRM3-AS2
2021,CHRM3-AS1
2022,FMN2
2023,GREM2
2024,RGS7
2025,FH
2026,KMO
2027,OPN3
2028,CHML
2029,WDR64
2030,EXO1
2031,BECN2
2032,MAP1LC3C
2033,PLD5
2034,CEP170
2035,SDCCAG8
2036,AKT3
2037,ZBTB18
2038,C1orf100
2039,ADSS
2040,DESI2
2041,COX20
2042,HNRNPU
2043,EFCAB2
2044,KIF26B
2045,SMYD3
2046,TFB2M
2047,CNST
2048,SCCPDH
2049,AHCTF1
2050,ZNF695
2051,ZNF670-ZNF695
2052,ZNF670
2053,ZNF669
2054,C1orf229
2055,ZNF124
2056,ZNF496
2057,NLRP3
2058,OR2B11
2059,GCSAML
2060,GCSAML-AS1
2061,OR2C3
2062,OR2G2
2063,OR2G3
2064,OR13G1
2065,OR6F1
2066,OR14A2
2067,OR14K1
2068,OR1C1
2069,OR14A16
2070,OR11L1
2071,TRIM58
2072,OR2W3
2073,OR2T8
2074,OR2AJ1
2075,OR2L13
2076,OR2L8
2077,OR2AK2
2078,OR2L5
2079,OR2L2
2080,OR2L3
2081,OR2M5
2082,OR2M2
2083,OR2M3
2084,OR2M4
2085,OR2T33
2086,OR2T12
2087,OR2M7
2088,OR14C36
2089,OR2T4
2090,OR2T6
2091,OR2T1
2092,OR2T2
2093,OR2T3
2094,OR2T5
2095,OR2G6
2096,OR2T29
2097,OR2T34
2098,OR2T10
2099,OR2T11
2100,OR2T35
2101,OR2T27
2102,OR14I1
2103,LYPD8
2104,SH3BP5L
2105,ZNF672
2106,ZNF692
2107,PGBD2
2108,FAM110C
2109,SH3YL1
2110,ACP1
2111,AC105393.1
2112,AC105393.2
2113,AC093326.1
2114,AC093326.2
2115,TMEM18
2116,AC092159.2
2117,AC092159.1
2118,AC092159.3
2119,AC116609.1
2120,AC116609.3
2121,AC116609.2
2122,LINC01115
2123,AC116614.1
2124,SNTG2
2125,AC114808.2
2126,AC108462.1
2127,TPO
2128,AC144450.1
2129,AC141930.2
2130,PXDN
2131,MYT1L
2132,AC093390.1
2133,MYT1L-AS1
2134,AC018685.1
2135,AC018685.2
2136,AC011995.1
2137,LINC01250
2138,TRAPPC12
2139,TRAPPC12-AS1
2140,ADI1
2141,RNASEH1
2142,RNASEH1-AS1
2143,RPS7
2144,COLEC11
2145,AC010907.2
2146,ALLC
2147,DCDC2C
2148,LINC01304
2149,AC012445.1
2150,LINC01249
2151,AC107057.1
2152,LINC01248
2153,SOX11
2154,AC017053.1
2155,LINC01247
2156,MIR7515HG
2157,LINC00487
2158,NRIR
2159,CMPK2
2160,RSAD2
2161,RNF144A
2162,LINC00298
2163,LINC00299
2164,U91324.1
2165,ID2-AS1
2166,ID2
2167,KIDINS220
2168,MBOAT2
2169,ASAP2
2170,ITGB1BP1
2171,CPSF3
2172,IAH1
2173,ADAM17
2174,YWHAQ
2175,TAF1B
2176,GRHL1
2177,AC010969.1
2178,KLF11
2179,CYS1
2180,AC104794.4
2181,RRM2
2182,C2orf48
2183,HPCAL1
2184,ODC1
2185,NOL10
2186,RN7SL832P
2187,AC092687.3
2188,ATP6V1C2
2189,PDIA6
2190,KCNF1
2191,AC062028.1
2192,C2orf50
2193,PQLC3
2194,ROCK2
2195,AC099344.2
2196,LINC00570
2197,E2F6
2198,GREB1
2199,NTSR2
2200,LPIN1
2201,MIR3681HG
2202,TRIB2
2203,LINC00276
2204,AC016730.1
2205,FAM84A
2206,AC068286.1
2207,NBAS
2208,AC008278.2
2209,DDX1
2210,MYCNUT
2211,MYCNOS
2212,MYCN
2213,GACAT3
2214,AC010745.1
2215,AC010745.2
2216,AC010745.3
2217,AC010745.4
2218,AC010880.1
2219,FAM49A
2220,RAD51AP2
2221,VSNL1
2222,SMC6
2223,GEN1
2224,MSGN1
2225,KCNS3
2226,RDH14
2227,NT5C1B-RDH14
2228,NT5C1B
2229,AC106053.1
2230,LINC01376
2231,OSR1
2232,AC010096.1
2233,AC019055.1
2234,LINC00954
2235,TTC32
2236,WDR35
2237,MATN3
2238,LAPTM4A
2239,AC098828.2
2240,SDC1
2241,PUM2
2242,RHOB
2243,AC012065.4
2244,HS1BP3
2245,GDF7
2246,LDAH
2247,AC012361.1
2248,APOB
2249,TDRD15
2250,AC011752.1
2251,AC009411.2
2252,AC009411.1
2253,AC018742.1
2254,AC068490.1
2255,AC096570.1
2256,AC012506.1
2257,AC012506.2
2258,AC012506.3
2259,AC012506.4
2260,KLHL29
2261,AC011239.1
2262,ATAD2B
2263,UBXN2A
2264,MFSD2B
2265,FKBP1B
2266,SF3B6
2267,FAM228B
2268,TP53I3
2269,PFN4
2270,FAM228A
2271,ITSN2
2272,AC009228.1
2273,NCOA1
2274,PTRHD1
2275,CENPO
2276,ADCY3
2277,DNAJC27
2278,DNAJC27-AS1
2279,EFR3B
2280,POMC
2281,LINC01381
2282,DNMT3A
2283,DTNB
2284,AC104699.1
2285,ASXL2
2286,KIF3C
2287,RAB10
2288,GAREM2
2289,HADHA
2290,HADHB
2291,ADGRF3
2292,DRC1
2293,OTOF
2294,C2orf70
2295,CIB4
2296,KCNK3
2297,SLC35F6
2298,CENPA
2299,DPYSL5
2300,MAPRE3
2301,TMEM214
2302,AGBL5
2303,AGBL5-AS1
2304,OST4
2305,EMILIN1
2306,KHK
2307,CGREF1
2308,ABHD1
2309,PREB
2310,PRR30
2311,TCF23
2312,SLC5A6
2313,ATRAID
2314,CAD
2315,SLC30A3
2316,DNAJC5G
2317,TRIM54
2318,UCN
2319,MPV17
2320,GTF3C2
2321,GTF3C2-AS1
2322,EIF2B4
2323,SNX17
2324,ZNF513
2325,PPM1G
2326,NRBP1
2327,KRTCAP3
2328,IFT172
2329,FNDC4
2330,GCKR
2331,C2orf16
2332,ZNF512
2333,CCDC121
2334,GPN1
2335,SUPT7L
2336,SLC4A1AP
2337,LINC01460
2338,MRPL33
2339,RBKS
2340,AC093690.1
2341,FOSL2
2342,PLB1
2343,PPP1CB
2344,SPDYA
2345,TRMT61B
2346,WDR43
2347,C2orf71
2348,CLIP4
2349,ALK
2350,AC106870.1
2351,AC106870.2
2352,YPEL5
2353,LBH
2354,LCLAT1
2355,CAPN13
2356,GALNT14
2357,AC009305.1
2358,CAPN14
2359,EHD3
2360,XDH
2361,SRD5A2
2362,MEMO1
2363,DPY30
2364,SPAST
2365,SLC30A6
2366,NLRC4
2367,YIPF4
2368,BIRC6
2369,BIRC6-AS1
2370,TTC27
2371,LINC00486
2372,LTBP1
2373,RASGRP3
2374,FAM98A
2375,LINC01317
2376,LINC01318
2377,AC073218.1
2378,LINC01320
2379,AC012593.1
2380,AC019064.1
2381,CRIM1
2382,FEZ2
2383,VIT
2384,STRN
2385,HEATR5B
2386,GPATCH11
2387,EIF2AK2
2388,SULT6B1
2389,CEBPZOS
2390,CEBPZ
2391,NDUFAF7
2392,PRKD3
2393,QPCT
2394,AC006369.2
2395,CDC42EP3
2396,LINC00211
2397,RMDN2
2398,RMDN2-AS1
2399,CYP1B1
2400,CYP1B1-AS1
2401,ATL2
2402,HNRNPLL
2403,GALM
2404,SRSF7
2405,GEMIN6
2406,DHX57
2407,MORN2
2408,ARHGEF33
2409,SOS1
2410,CDKL4
2411,MAP4K3
2412,TMEM178A
2413,THUMPD2
2414,SLC8A1-AS1
2415,SLC8A1
2416,C2orf91
2417,PKDCC
2418,AC083949.1
2419,EML4
2420,COX7A2L
2421,KCNG3
2422,MTA3
2423,OXER1
2424,HAAO
2425,AC016735.1
2426,ZFP36L2
2427,LINC01126
2428,THADA
2429,PLEKHH2
2430,C1GALT1C1L
2431,DYNC2LI1
2432,ABCG5
2433,ABCG8
2434,LRPPRC
2435,PPM1B
2436,SLC3A1
2437,PREPL
2438,CAMKMT
2439,SIX3-AS1
2440,SIX3
2441,SIX2
2442,AC093702.1
2443,SRBD1
2444,PRKCE
2445,AC017006.2
2446,EPAS1
2447,TMEM247
2448,ATP6V1E2
2449,RHOQ
2450,PIGF
2451,CRIPT
2452,SOCS5
2453,LINC01118
2454,LINC01119
2455,AC016722.3
2456,MCFD2
2457,TTC7A
2458,AC093732.1
2459,CALM2
2460,EPCAM
2461,MSH2
2462,KCNK12
2463,MSH6
2464,FBXO11
2465,FOXN2
2466,PPP1R21
2467,STON1
2468,STON1-GTF2A1L
2469,GTF2A1L
2470,LHCGR
2471,FSHR
2472,NRXN1
2473,AC010967.2
2474,ASB3
2475,GPR75-ASB3
2476,CHAC2
2477,ERLEC1
2478,GPR75
2479,PSME4
2480,ACYP2
2481,TSPYL6
2482,C2orf73
2483,SPTBN1
2484,EML6
2485,AC104781.1
2486,RTN4
2487,CLHC1
2488,RPS27A
2489,MTIF2
2490,CCDC88A
2491,CFAP36
2492,PPP4R3B
2493,PNPT1
2494,EFEMP1
2495,MIR217HG
2496,AC011306.1
2497,AC007743.1
2498,CCDC85A
2499,VRK2
2500,FANCL
2501,LINC01122
2502,AC007179.1
2503,MIR4432HG
2504,BCL11A
2505,AC009970.1
2506,PAPOLG
2507,LINC01185
2508,REL
2509,PUS10
2510,PEX13
2511,KIAA1841
2512,C2orf74
2513,USP34
2514,XPO1
2515,FAM161A
2516,CCT4
2517,COMMD1
2518,B3GNT2
2519,AC093159.1
2520,TMEM17
2521,EHBP1
2522,OTX1
2523,WDPCP
2524,MDH1
2525,UGP2
2526,VPS54
2527,AC012368.1
2528,PELI1
2529,LINC00309
2530,AC114752.1
2531,AC008074.3
2532,LGALSL
2533,AFTPH
2534,AC008074.1
2535,AC007365.1
2536,SERTAD2
2537,SLC1A4
2538,CEP68
2539,RAB1A
2540,ACTR2
2541,SPRED2
2542,AC007389.3
2543,AC118345.1
2544,MEIS1-AS3
2545,MEIS1
2546,MEIS1-AS2
2547,LINC01628
2548,ETAA1
2549,AC007422.1
2550,C1D
2551,WDR92
2552,PNO1
2553,PPP3R1
2554,CNRIP1
2555,PLEK
2556,FBXO48
2557,APLF
2558,PROKR1
2559,ARHGAP25
2560,BMP10
2561,GKN2
2562,GKN1
2563,ANTXR1
2564,GFPT1
2565,NFU1
2566,AAK1
2567,ANXA4
2568,GMCL1
2569,SNRNP27
2570,MXD1
2571,ASPRV1
2572,PCBP1
2573,C2orf42
2574,TIA1
2575,PCYOX1
2576,SNRPG
2577,FAM136A
2578,TGFA
2579,ADD2
2580,FIGLA
2581,CLEC4F
2582,CD207
2583,LINC01143
2584,VAX2
2585,ATP6V1B1
2586,ATP6V1B1-AS1
2587,ANKRD53
2588,TEX261
2589,NAGK
2590,MCEE
2591,MPHOSPH10
2592,PAIP2B
2593,ZNF638
2594,DYSF
2595,CYP26B1
2596,EXOC6B
2597,SPR
2598,EMX1
2599,SFXN5
2600,RAB11FIP5
2601,NOTO
2602,SMYD5
2603,PRADC1
2604,CCT7
2605,FBXO41
2606,EGR4
2607,ALMS1
2608,NAT8
2609,TPRKB
2610,DUSP11
2611,C2orf78
2612,STAMBP
2613,ACTG2
2614,DGUOK
2615,DGUOK-AS1
2616,TET3
2617,BOLA3
2618,BOLA3-AS1
2619,MOB1A
2620,MTHFD2
2621,SLC4A5
2622,DCTN1
2623,DCTN1-AS1
2624,C2orf81
2625,WDR54
2626,RTKN
2627,INO80B
2628,INO80B-WBP1
2629,WBP1
2630,MOGS
2631,MRPL53
2632,CCDC142
2633,TTC31
2634,LBX2
2635,LBX2-AS1
2636,PCGF1
2637,TLX2
2638,DQX1
2639,AUP1
2640,HTRA2
2641,LOXL3
2642,DOK1
2643,M1AP
2644,SEMA4F
2645,HK2
2646,LINC01291
2647,LINC01293
2648,POLE4
2649,TACR1
2650,EVA1A
2651,AC007099.2
2652,AC007099.1
2653,MRPL19
2654,GCFC2
2655,LRRTM4
2656,AC079117.1
2657,AC084149.2
2658,AC084149.1
2659,AC012494.1
2660,AC092660.1
2661,REG3G
2662,REG1B
2663,REG1A
2664,REG3A
2665,CTNNA2
2666,AC010975.1
2667,AC016716.2
2668,LRRTM1
2669,AC079896.1
2670,AC010105.1
2671,AC106874.1
2672,SUCLG1
2673,DNAH6
2674,TRABD2A
2675,TMSB10
2676,KCMF1
2677,TCF7L1
2678,TGOLN2
2679,RETSAT
2680,ELMOD3
2681,CAPG
2682,SH2D6
2683,MAT2A
2684,GGCX
2685,VAMP8
2686,VAMP5
2687,RNF181
2688,TMEM150A
2689,USP39
2690,C2orf68
2691,SFTPB
2692,GNLY
2693,ATOH8
2694,ST3GAL5
2695,ST3GAL5-AS1
2696,POLR1A
2697,PTCD3
2698,IMMT
2699,MRPL35
2700,REEP1
2701,KDM3A
2702,CHMP3
2703,RNF103-CHMP3
2704,RNF103
2705,RMND5A
2706,CD8A
2707,CD8B
2708,RGPD1
2709,PLGLB1
2710,IGKV3OR2-268
2711,AC133644.2
2712,PLGLB2
2713,RGPD2
2714,KRCC1
2715,SMYD1
2716,FABP1
2717,THNSL2
2718,FOXI3
2719,TEX37
2720,EIF2AK3
2721,AC062029.1
2722,RPIA
2723,IGKC
2724,IGKV1-12
2725,IGKV1-8
2726,IGKJ5
2727,IGKJ4
2728,IGKJ3
2729,IGKJ2
2730,IGKJ1
2731,IGKV4-1
2732,IGKV5-2
2733,IGKV7-3
2734,IGKV2-4
2735,IGKV1-5
2736,IGKV1-6
2737,IGKV3-7
2738,IGKV1-9
2739,IGKV2-10
2740,IGKV3-11
2741,IGKV1-13
2742,IGKV2-14
2743,IGKV3-15
2744,IGKV1-16
2745,IGKV1-17
2746,IGKV2-18
2747,IGKV2-19
2748,IGKV3-20
2749,IGKV6-21
2750,IGKV1-22
2751,IGKV2-23
2752,IGKV2-24
2753,IGKV3-25
2754,IGKV2-26
2755,IGKV1-27
2756,IGKV2-28
2757,IGKV2-29
2758,IGKV2-30
2759,IGKV3-31
2760,IGKV1-32
2761,IGKV1-33
2762,IGKV3-34
2763,IGKV1-35
2764,IGKV2-36
2765,IGKV1-37
2766,IGKV2-38
2767,IGKV1-39
2768,IGKV2-40
2769,IGKV2D-40
2770,IGKV1D-39
2771,IGKV2D-38
2772,IGKV1D-37
2773,IGKV2D-36
2774,IGKV1D-35
2775,IGKV3D-34
2776,IGKV1D-33
2777,IGKV1D-32
2778,IGKV3D-31
2779,IGKV2D-30
2780,IGKV2D-29
2781,IGKV2D-28
2782,IGKV1D-27
2783,IGKV2D-26
2784,IGKV3D-25
2785,IGKV2D-24
2786,IGKV2D-23
2787,IGKV1D-22
2788,IGKV6D-21
2789,IGKV3D-20
2790,IGKV2D-19
2791,IGKV2D-18
2792,IGKV6D-41
2793,IGKV1D-17
2794,IGKV1D-16
2795,IGKV3D-15
2796,IGKV3D-11
2797,IGKV2D-14
2798,IGKV1D-13
2799,IGKV1D-12
2800,IGKV2D-10
2801,IGKV1D-42
2802,IGKV1D-43
2803,IGKV1D-8
2804,IGKV3D-7
2805,IGKV1OR2-118
2806,IGKV1OR2-1
2807,TEKT4
2808,MAL
2809,MRPS5
2810,ZNF514
2811,ZNF2
2812,PROM2
2813,KCNIP3
2814,FAHD2A
2815,TRIM43
2816,AC008268.1
2817,LINC00342
2818,ANKRD36C
2819,GPAT2
2820,ADRA2B
2821,ASTL
2822,DUSP2
2823,STARD7
2824,TMEM127
2825,CIAO1
2826,SNRNP200
2827,ITPRIPL1
2828,NCAPH
2829,NEURL3
2830,ARID5A
2831,KANSL3
2832,FER1L5
2833,LMAN2L
2834,CNNM4
2835,CNNM3
2836,ANKRD23
2837,ANKRD39
2838,SEMA4C
2839,FAM178B
2840,IGKV2OR2-1
2841,IGKV2OR2-2
2842,IGKV1OR2-3
2843,FAHD2B
2844,ANKRD36
2845,IGKV1OR2-9
2846,IGKV2OR2-10
2847,IGKV2OR2-7D
2848,IGKV3OR2-5
2849,IGKV1OR2-6
2850,IGKV2OR2-7
2851,IGKV2OR2-8
2852,IGKV1OR2-11
2853,AC159540.1
2854,AC159540.2
2855,ANKRD36B
2856,COX5B
2857,ACTR1B
2858,ZAP70
2859,TMEM131
2860,VWA3B
2861,CNGA3
2862,INPP4A
2863,COA5
2864,UNC50
2865,MGAT4A
2866,AC109826.1
2867,KIAA1211L
2868,TSGA10
2869,C2orf15
2870,LIPT1
2871,MITD1
2872,MRPL30
2873,LYG2
2874,LYG1
2875,TXNDC9
2876,EIF5B
2877,REV1
2878,AFF3
2879,LINC01104
2880,LONRF2
2881,CHST10
2882,NMS
2883,PDCL3
2884,NPAS2
2885,RPL31
2886,TBC1D8
2887,CNOT11
2888,RNF149
2889,CREG2
2890,RFX8
2891,MAP4K4
2892,LINC01127
2893,IL1R2
2894,IL1R1
2895,IL1RL2
2896,IL1RL1
2897,IL18R1
2898,IL18RAP
2899,SLC9A4
2900,SLC9A2
2901,MFSD9
2902,TMEM182
2903,AC108051.1
2904,AC073987.1
2905,AC013727.1
2906,AC013727.2
2907,AC096554.1
2908,LINC01102
2909,LINC01103
2910,AC013402.3
2911,AC068057.1
2912,LINC01114
2913,POU3F3
2914,AC010884.1
2915,MRPS9
2916,GPR45
2917,TGFBRAP1
2918,C2orf49
2919,FHL2
2920,NCK2
2921,C2orf40
2922,UXS1
2923,RGPD3
2924,ST6GAL2
2925,AC096669.1
2926,GACAT1
2927,RGPD4-AS1
2928,RGPD4
2929,SLC5A7
2930,LINC01593
2931,LINC01594
2932,SULT1C3
2933,SULT1C2
2934,SULT1C4
2935,GCC2
2936,GCC2-AS1
2937,LIMS1
2938,LIMS1-AS1
2939,RANBP2
2940,CCDC138
2941,EDAR
2942,SH3RF3-AS1
2943,SH3RF3
2944,SEPT10
2945,SOWAHC
2946,RGPD5
2947,LIMS3
2948,LINC01123
2949,MALL
2950,NPHP1
2951,LINC01106
2952,RGPD6
2953,BUB1
2954,ACOXL
2955,BCL2L11
2956,MIR4435-2HG
2957,AC068491.2
2958,AC017002.1
2959,AC017002.2
2960,ANAPC1
2961,MERTK
2962,TMEM87B
2963,FBLN7
2964,ZC3H8
2965,ZC3H6
2966,RGPD8
2967,TTL
2968,POLR1B
2969,CHCHD5
2970,SLC20A1
2971,NT5DC4
2972,CKAP2L
2973,IL1A
2974,IL1B
2975,IL37
2976,IL36G
2977,IL36A
2978,IL36B
2979,IL36RN
2980,IL1F10
2981,IL1RN
2982,PSD4
2983,PAX8
2984,IGKV1OR2-108
2985,CBWD2
2986,FOXD4L1
2987,PGM5P4-AS1
2988,FAM138B
2989,RABL2A
2990,AC017074.1
2991,AC017074.2
2992,SLC35F5
2993,AC104653.1
2994,ACTR3
2995,LINC01191
2996,DPP10
2997,DPP10-AS3
2998,DPP10-AS2
2999,DPP10-AS1
3000,AC009312.1
3001,DDX18
3002,CCDC93
3003,INSIG2
3004,AC093901.1
3005,EN1
3006,MARCO
3007,C1QL2
3008,STEAP3
3009,STEAP3-AS1
3010,C2orf76
3011,DBI
3012,TMEM37
3013,SCTR
3014,CFAP221
3015,TMEM177
3016,PTPN4
3017,EPB41L5
3018,TMEM185B
3019,RALB
3020,AC012363.2
3021,INHBB
3022,AC073257.2
3023,AC073257.1
3024,AC018866.1
3025,GLI2
3026,AC067960.1
3027,TFCP2L1
3028,CLASP1
3029,NIFK-AS1
3030,NIFK
3031,TSN
3032,AC062020.1
3033,AC073409.1
3034,AC079154.1
3035,CNTNAP5
3036,AC023347.1
3037,GYPC
3038,BIN1
3039,CYP27C1
3040,ERCC3
3041,MAP3K2
3042,PROC
3043,IWS1
3044,AC010976.2
3045,MYO7B
3046,LIMS2
3047,GPR17
3048,WDR33
3049,SFT2D3
3050,POLR2D
3051,AMMECR1L
3052,SAP130
3053,UGGT1
3054,HS6ST1
3055,AC012451.1
3056,AC068483.1
3057,RAB6C
3058,POTEF
3059,CCDC74B
3060,SMPD4
3061,MZT2B
3062,TUBA3E
3063,CCDC115
3064,IMP4
3065,PTPN18
3066,POTEI
3067,CFC1B
3068,CFC1
3069,POTEJ
3070,GPR148
3071,AMER3
3072,AC133785.1
3073,ARHGEF4
3074,FAM168B
3075,PLEKHB2
3076,POTEE
3077,LINC01120
3078,MZT2A
3079,TUBA3D
3080,CCDC74A
3081,LINC01087
3082,C2orf27B
3083,AJ239322.1
3084,ANKRD30BL
3085,AC097532.2
3086,GPR39
3087,LYPD1
3088,NCKAP5
3089,AC010890.1
3090,AC011243.1
3091,MGAT5
3092,TMEM163
3093,CCNT2-AS1
3094,ACMSD
3095,CCNT2
3096,MAP3K19
3097,RAB3GAP1
3098,ZRANB3
3099,R3HDM1
3100,UBXN4
3101,LCT
3102,MCM6
3103,DARS
3104,DARS-AS1
3105,AC068492.1
3106,CXCR4
3107,THSD7B
3108,HNMT
3109,AC114763.1
3110,SPOPL
3111,AC092620.3
3112,NXPH2
3113,AC062021.1
3114,AC016710.1
3115,AC078851.1
3116,LRP1B
3117,KYNU
3118,ARHGAP15
3119,AC096558.1
3120,AC092652.1
3121,AC079584.2
3122,AC016910.1
3123,GTDC1
3124,ZEB2
3125,ZEB2-AS1
3126,LINC01412
3127,TEX41
3128,AC023128.1
3129,AC092484.1
